wrap around,stability,morality,cycle length,generation count,seed
true,1.0,1.0,1,6,19561831
true,1.0,0.9971,1,7,19561832
true,1.0,1.0,1,8,19561833
true,1.0,1.0,1,6,19561834
true,1.0,0.998,1,7,19561835
true,1.0,1.0,1,7,19561836
true,1.0,0.999,1,9,19561837
true,1.0,0.999,1,6,19561838
true,1.0,0.9893,1,6,19561839
true,1.0,0.999,1,6,19561840
true,1.0,0.998,1,6,19561841
true,1.0,0.9961,1,7,19561842
true,1.0,0.9736,1,8,19561843
true,1.0,1.0,1,7,19561844
true,1.0,0.9893,1,7,19561845
true,1.0,1.0,1,8,19561846
true,1.0,1.0,1,7,19561847
true,1.0,0.998,1,6,19561848
true,1.0,0.9971,1,6,19561849
true,1.0,0.9922,1,7,19561850
true,1.0,0.9961,1,10,19561851
true,1.0,1.0,1,7,19561852
true,1.0,0.9971,1,7,19561853
true,1.0,0.9912,1,7,19561854
true,1.0,1.0,1,6,19561855
true,1.0,0.9785,1,8,19561856
true,1.0,0.9961,1,6,19561857
true,1.0,1.0,1,6,19561858
true,1.0,0.9854,1,7,19561859
true,1.0,1.0,1,7,19561860
true,1.0,0.9873,1,9,19561861
true,1.0,0.999,1,6,19561862
true,1.0,1.0,1,6,19561863
true,1.0,0.999,1,7,19561864
true,1.0,0.999,1,6,19561865
true,1.0,0.9971,1,6,19561866
true,1.0,0.9971,1,6,19561867
true,1.0,0.9971,1,6,19561868
true,1.0,0.9854,1,7,19561869
true,1.0,1.0,1,8,19561870
true,1.0,0.998,1,9,19561871
true,1.0,0.9961,1,8,19561872
true,1.0,0.9912,1,7,19561873
true,1.0,1.0,1,4,19561874
true,1.0,0.9854,1,6,19561875
true,1.0,0.998,1,9,19561876
true,1.0,1.0,1,7,19561877
true,1.0,0.9912,1,8,19561878
true,1.0,0.9971,1,6,19561879
true,1.0,0.9971,1,7,19561880
true,1.0,0.9912,1,7,19561881
true,1.0,0.998,1,6,19561882
true,1.0,0.998,1,6,19561883
true,1.0,0.9668,1,8,19561884
true,1.0,0.998,1,7,19561885
true,1.0,0.9824,1,7,19561886
true,1.0,0.9961,1,6,19561887
true,1.0,1.0,1,7,19561888
true,1.0,0.998,1,6,19561889
true,1.0,1.0,1,8,19561890
true,1.0,0.999,1,9,19561891
true,1.0,0.9922,1,6,19561892
true,1.0,0.999,1,7,19561893
true,1.0,0.999,1,7,19561894
true,1.0,0.9873,1,9,19561895
true,1.0,0.9951,1,8,19561896
true,1.0,0.9893,1,6,19561897
true,1.0,1.0,1,7,19561898
true,1.0,0.9922,1,9,19561899
true,1.0,0.999,1,5,19561900
true,1.0,1.0,1,7,19561901
true,1.0,0.999,1,6,19561902
true,1.0,0.9971,1,5,19561903
true,1.0,0.999,1,6,19561904
true,1.0,0.9961,1,6,19561905
true,1.0,0.9902,1,7,19561906
true,1.0,0.9971,1,7,19561907
true,1.0,0.9922,1,6,19561908
true,1.0,0.9834,1,6,19561909
true,1.0,0.998,1,6,19561910
true,1.0,1.0,1,7,19561911
true,1.0,0.999,1,7,19561912
true,1.0,1.0,1,7,19561913
true,1.0,0.9941,1,6,19561914
true,1.0,0.9941,1,7,19561915
true,1.0,0.9854,1,9,19561916
true,1.0,0.998,1,7,19561917
true,1.0,0.999,1,6,19561918
true,1.0,0.9951,1,6,19561919
true,1.0,0.9961,1,6,19561920
true,1.0,0.998,1,7,19561921
true,1.0,0.9902,1,11,19561922
true,1.0,0.9971,1,8,19561923
true,1.0,0.9971,1,6,19561924
true,1.0,1.0,1,9,19561925
true,1.0,0.9863,1,6,19561926
true,1.0,0.998,1,6,19561927
true,1.0,1.0,1,7,19561928
true,1.0,0.9912,1,7,19561929
true,1.0,0.9971,1,6,19561930
false,1.0,0.999,1,6,19561831
false,1.0,1.0,1,6,19561832
false,1.0,1.0,1,10,19561833
false,1.0,1.0,1,9,19561834
false,1.0,0.9961,1,6,19561835
false,1.0,0.9941,1,5,19561836
